grade,Year,emp_length,acc_open_past_24mths_x,annual_inc_x,bc_util_x,dti_x,inq_last_6mths_x,mo_sin_old_rev_tl_op_x,mo_sin_rcnt_rev_tl_op_x,mo_sin_rcnt_tl_x,mort_acc_x,mths_since_recent_bc_x,num_accts_ever_120_pd_x,num_actv_bc_tl_x,num_il_tl_x,num_bc_sats_x,open_acc_x,pub_rec_bankruptcies_x,pub_rec_x,recoveries_x,tot_cur_bal_x,total_bc_limit_x
C,2016,2 years,1,118000,58.5,3.71,0,72,21,21,0,21,0,2,8,3,10,0,0,0,19768,9600
E,2016,1 year,9,85000,48.5,28.24,3,224,10,5,6,10,0,3,7,6,12,2,2,0,243801,22600
C,2016,3 years,6,39000,66.1,21.72,0,112,6,6,0,6,0,2,2,3,8,0,0,0,21131,6000
B,2016,10+ years,5,85000,48.6,18.93,0,204,13,9,2,13,1,3,9,3,9,0,0,0,139969,18500
F,2016,10+ years,13,102016,98.7,27.56,0,207,10,1,1,54,0,2,18,2,12,1,1,0,68851,16100
E,2016,10+ years,10,22000,91.5,24,1,276,8,2,3,17,0,6,15,6,12,1,1,0,11947,10900
A,2016,10+ years,2,60000,82.4,18.21,1,123,1,1,3,40,0,3,6,3,9,0,0,0,286720,8900
B,2016,5 years,1,134000,92.3,13.34,0,163,14,14,2,14,0,5,4,6,10,0,0,0,250450,31500
D,2016,10+ years,5,115000,88.5,16.41,3,110,39,3,2,39,0,3,10,3,9,1,1,0,347071,6200
C,2016,10+ years,3,123000,99,19.67,1,120,74,9,3,74,1,2,17,2,12,0,0,0,543304,7200
D,2016,10+ years,3,100000,90.1,14.29,0,214,16,9,4,16,0,4,6,5,8,0,1,0,41150,27600
D,2016,6 years,3,90000,36,6.51,2,199,4,4,2,4,2,2,3,3,4,0,3,0,28945,6400
A,2016,4 years,1,26500,22.8,25.77,0,136,8,8,0,30,0,2,10,2,11,0,0,0,23371,10000
B,2016,10+ years,5,65000,53.8,5.93,1,129,5,3,3,5,0,2,3,2,10,0,0,0,228685,7000
C,2016,10+ years,7,65000,35.8,23.87,0,140,2,2,3,2,1,5,6,6,13,0,0,0,394409,28500
C,2016,4 years,2,60000,59.2,9.46,1,132,10,10,0,10,0,3,2,4,6,0,0,0,9912,6800
C,2016,2 years,5,92000,85.2,17.98,0,118,4,4,2,34,0,2,46,2,14,0,0,0,280984,7200
C,2016,< 1 year,3,60000,56.1,9.84,0,136,20,4,1,20,1,2,12,2,8,0,0,0,222586,10800
C,2016,2 years,3,46040,91.1,24.79,1,101,13,11,0,13,1,3,4,3,7,0,0,0,34896,5000
A,2016,4 years,5,38500,14.9,18.69,0,214,16,16,0,16,0,2,1,7,13,0,0,0,13142,39500
C,2016,10+ years,5,65000,41,14.89,0,243,0,0,0,0,1,2,2,2,9,0,0,0,35664,13000
C,2016,4 years,4,35800,47.4,31.85,0,202,3,3,0,3,0,5,3,5,7,1,1,0,44045,13700
B,2016,10+ years,3,78000,71.9,5.63,0,245,9,9,0,9,0,7,1,7,8,1,1,0,13228,18400
D,2016,10+ years,3,140000,92.2,21.53,0,229,23,20,0,23,0,6,4,6,12,0,0,0,86175,19600
B,2016,10+ years,12,60000,38,13.97,0,129,2,2,1,2,0,10,1,12,17,0,0,0,206704,43600
C,2016,6 years,9,52000,58.1,17.24,2,97,2,2,1,5,0,2,17,2,15,0,0,0,154200,5500
C,2016,10+ years,2,40000,77.5,11.66,1,113,5,5,0,6,0,5,1,6,10,0,0,0,12746,15100
D,2016,7 years,5,58000,88.8,13.86,0,231,14,4,0,14,0,2,2,2,6,0,0,0,22992,3600
C,2016,2 years,11,70000,18.3,14.28,2,80,0,0,0,0,0,3,12,7,18,0,0,0,44080,33500
B,2016,< 1 year,2,100000,18.1,20.45,0,251,11,7,1,37,0,5,14,7,20,0,0,0,274945,95000
F,2016,10+ years,5,74000,107.6,22.84,0,305,10,10,2,11,1,3,10,3,13,0,0,0,366975,7300
C,2016,6 years,2,70000,72.3,23.3,0,127,17,14,0,17,1,3,12,3,11,2,2,0,40426,12700
A,2016,8 years,4,47500,86.6,21.48,0,177,1,1,0,118,1,2,5,2,7,0,0,0,25740,15000
B,2016,10+ years,9,80000,46.6,26.66,0,379,5,4,0,5,0,6,15,6,16,0,0,0,86413,41200
B,2016,9 years,2,73000,25,10.4,0,157,3,3,0,3,0,2,2,2,6,0,0,0,26884,29000
B,2016,< 1 year,3,32000,56.4,28.88,2,46,8,8,0,29,0,3,3,3,7,0,0,0,24306,6000
C,2016,6 years,12,88500,83.2,26.78,0,263,12,4,4,12,2,6,10,7,16,0,0,0,476374,20500
C,2016,10+ years,4,55000,98.7,30.74,0,129,14,9,3,14,0,4,9,4,10,0,0,0,254908,9600
C,2016,10+ years,3,42000,93.8,29.66,2,349,6,6,0,6,0,3,16,3,8,0,0,0,46246,14000
B,2016,6 years,2,45000,91,24.45,0,44,13,13,1,13,0,2,5,2,8,0,0,0,126150,3700
A,2016,10+ years,3,110000,41.5,15.73,0,120,5,5,2,11,0,1,5,3,12,0,0,0,114928,12400
D,2016,10+ years,1,29640,60.7,16.1,2,108,0,0,0,34,0,4,2,5,7,0,0,0,13674,21700
D,2016,2 years,2,190000,26,7.18,1,87,13,2,1,25,0,1,8,7,13,0,0,0,45627,43600
B,2016,10+ years,6,137006,22.3,27.43,0,201,8,6,0,8,0,4,6,7,14,0,0,0,100677,42200
B,2016,7 years,13,73400,42,18.97,1,113,3,3,0,3,0,10,14,10,14,1,1,0,27996,20700
C,2016,10+ years,11,215000,51.8,31.81,2,315,6,6,8,7,0,9,8,12,24,0,0,0,964765,90800
B,2016,2 years,7,100000,66,22.21,3,191,4,4,1,4,0,7,7,10,16,0,0,0,99395,27800
A,2016,10+ years,1,107000,94,8.62,0,144,37,10,0,127,0,3,6,5,5,0,0,0,20659,10500
C,2016,5 years,6,85000,34.1,11.77,0,159,12,1,0,13,2,5,6,8,13,1,1,0,35972,7900
C,2016,2 years,4,40000,98.8,19.49,0,318,15,15,3,15,0,2,1,2,10,0,1,0,54919,6000
B,2016,10+ years,5,210000,64.3,23.87,0,181,41,11,7,70,0,1,21,3,13,0,0,0,680484,32100
C,2016,5 years,5,90000,95.1,25.39,0,273,12,7,1,13,0,4,18,4,22,0,0,0,80501,28900
C,2016,3 years,0,50000,61.7,15.27,0,323,25,25,2,25,0,5,2,5,16,0,0,0,193675,24400
B,2016,10+ years,6,50000,44.1,22.3,1,63,6,6,2,6,0,2,25,3,14,0,0,0,194687,14800
C,2016,10+ years,0,80000,96.9,14.63,1,185,28,28,1,28,1,2,7,2,6,0,0,0,186937,6100
A,2016,10+ years,6,98200,30,26.07,0,130,13,8,3,13,0,3,10,3,10,0,0,0,618219,39700
D,2016,10+ years,6,50000,74.5,31.52,1,173,6,5,2,14,2,3,4,3,11,0,0,0,178414,7700
C,2016,4 years,17,47500,20.8,27.82,1,26,6,6,1,8,1,3,58,4,26,0,0,0,216196,12000
A,2016,10+ years,8,180000,52,18.71,0,486,3,3,4,3,0,12,11,17,20,0,1,0,240929,77200
B,2016,5 years,1,101400,74.6,16.49,0,67,40,22,2,40,0,3,5,5,10,0,0,0,232547,23700
C,2016,5 years,10,63000,29.7,16.6,1,124,1,1,0,9,1,5,10,10,21,0,0,0,33169,38600
C,2016,3 years,1,17280,96.1,18.13,0,163,30,13,0,30,0,1,6,1,4,0,0,0,8172,1000
C,2016,6 years,3,35000,54.8,4.15,0,67,8,8,2,22,3,3,3,4,8,0,0,0,132859,6800
D,2016,2 years,1,57000,32,13.83,1,122,19,19,0,55,0,2,2,3,7,1,1,0,9816,6900
A,2016,10+ years,3,89000,16.5,4.57,1,420,4,4,4,9,0,2,6,4,8,0,0,0,285924,37500
B,2016,10+ years,5,151190,84.2,7.63,0,235,44,13,0,60,3,3,20,3,7,0,0,0,16093,7500
B,2016,5 years,3,34000,59.4,20.44,1,45,7,7,1,7,0,2,5,2,8,0,0,0,127585,8000
F,2016,3 years,5,110000,88.4,34.45,1,124,17,1,5,70,0,1,15,2,14,0,0,0,268555,8300
C,2016,10+ years,0,27000,87.2,18.8,1,174,33,31,2,33,1,1,6,1,5,0,0,0,75925,2400
C,2016,10+ years,3,55000,98.6,15.32,0,137,15,9,4,90,1,3,2,3,9,0,0,0,87728,10700
C,2016,10+ years,6,60000,91.6,14.6,0,50,9,9,1,9,0,5,2,5,11,0,0,0,205320,3400
A,2016,10+ years,4,188000,33.8,12.15,2,229,3,3,4,27,0,8,9,9,22,0,0,0,355596,25000
B,2016,6 years,11,90000,71.3,13.51,0,90,26,3,5,75,0,1,16,1,8,0,0,0,149689,20000
C,2016,< 1 year,6,165000,59.8,14.65,0,241,0,0,6,0,0,3,10,7,13,0,0,0,430864,34500
C,2016,1 year,3,69000,19,14.4,0,108,2,2,0,2,0,6,22,7,19,0,0,0,26394,19000
D,2016,1 year,5,165000,92.5,16.79,2,173,22,1,0,22,0,4,27,5,14,0,0,0,513185,63300
D,2016,10+ years,12,84000,37.7,20.34,3,355,12,7,6,12,1,9,12,10,28,0,0,0,367023,12100
D,2016,10+ years,4,42000,14.5,27.74,0,232,7,7,1,7,0,2,8,6,13,0,0,0,30694,30800
C,2016,6 years,3,70000,55,5.52,0,119,10,4,0,10,0,2,2,2,4,0,0,0,18944,8700
C,2016,4 years,5,52000,82.2,19.73,0,130,13,13,2,13,0,1,4,2,6,0,0,0,146969,3000
D,2016,10+ years,10,65000,65.3,29.17,0,295,2,2,0,2,0,9,9,9,22,0,0,0,52184,28900
A,2016,10+ years,5,52000,15.9,27.07,0,323,4,4,4,4,0,4,12,8,15,0,0,0,31755,30200
A,2016,10+ years,5,88000,43.3,9.23,0,202,7,7,0,7,0,2,5,3,8,1,1,0,24617,15900
B,2016,2 years,12,365000,49.7,8.65,1,358,3,3,0,3,1,4,33,6,20,0,0,0,250360,56500
C,2016,2 years,8,160000,58.7,26.95,1,157,3,3,0,3,0,2,40,2,9,0,0,0,440907,24400
C,2016,4 years,6,200000,24.7,29.78,2,100,8,7,0,8,4,5,21,6,12,1,2,0,203626,13900
B,2016,9 years,6,100000,76,14.05,2,242,1,1,0,1,0,5,2,6,14,1,1,0,41012,34200
B,2016,10+ years,2,120000,97.4,27.92,0,370,13,9,3,27,0,4,6,4,13,0,0,0,325011,41600
C,2016,4 years,5,150000,39.8,13.26,0,58,2,2,0,2,0,5,4,7,11,0,0,0,31240,24800
B,2016,1 year,1,55000,81.5,22.89,0,105,17,17,0,31,0,5,8,5,17,1,1,0,50494,13200
C,2016,4 years,4,54936,98,33.66,1,134,0,0,0,2,0,10,1,13,24,0,0,0,43580,10400
B,2016,10+ years,8,100000,38.1,16.52,1,247,5,5,2,5,1,4,12,8,20,0,0,0,53175,35200
D,2016,< 1 year,12,128000,60.1,25.49,2,39,8,8,1,8,0,7,12,8,21,0,0,0,322927,25700
B,2016,3 years,3,80000,76,16.52,0,152,7,7,1,17,0,2,1,3,5,0,0,0,25446,33500
B,2016,10+ years,3,82000,72.1,14.39,0,154,14,8,1,41,0,4,7,4,9,0,0,0,216650,4000
D,2016,1 year,14,52000,32.4,17.02,0,110,1,1,0,1,0,9,4,11,14,0,0,0,21835,43500
C,2016,10+ years,2,52000,82.3,27,0,238,18,18,1,52,0,3,2,3,12,0,0,0,143272,13900
B,2016,10+ years,6,100000,26.7,18.53,1,244,10,10,3,10,0,1,21,2,8,0,0,0,253065,14500
C,2016,3 years,7,90000,27.2,13.89,1,39,19,5,0,19,0,4,5,7,8,0,0,0,51560,49200
A,2016,2 years,0,80000,84.3,11.63,0,298,32,26,0,99,0,3,4,3,9,0,0,413.81,27714,6000
A,2016,10+ years,1,165000,76.9,9.57,1,219,5,5,6,5,0,2,3,3,10,0,0,0,378209,33700
B,2016,10+ years,4,48000,19.5,11.55,0,161,9,9,0,9,0,4,1,4,7,0,0,0,17908,9900
D,2016,1 year,9,85000,75.8,18.83,3,41,10,2,0,29,0,2,35,2,12,0,0,0,202632,1300
C,2016,2 years,5,55000,71.6,16.76,2,27,6,3,0,13,0,6,3,6,10,0,0,0,41625,5500
C,2016,< 1 year,5,46000,99.1,9.84,0,131,0,0,1,17,2,2,13,2,7,0,0,0,154299,4300
C,2016,4 years,3,90000,21.9,6.97,0,111,7,7,0,7,1,2,2,3,6,0,0,0,4701,11000
D,2016,10+ years,3,93000,93.8,26.3,1,299,8,8,2,8,0,6,2,7,15,0,0,0,181278,47600
C,2016,< 1 year,5,40000,97.8,12.69,0,61,8,8,0,8,0,3,5,3,9,0,0,0,24189,6000
D,2016,7 years,10,50000,26.8,13.15,0,39,1,1,0,1,0,5,12,9,17,0,0,0,9098,16100
A,2016,9 years,3,68475.18,75.9,5.24,0,141,18,6,1,18,0,2,8,2,9,0,0,0,162423,4000
E,2016,< 1 year,4,80000,37,17.16,3,156,5,3,0,5,3,2,15,3,6,0,0,0,36211,13400
B,2016,10+ years,4,82500,77.8,12.9,0,215,25,5,5,25,1,3,5,3,7,0,1,0,135922,4800
C,2016,5 years,3,65760,49.9,13.27,0,32,3,3,0,3,0,4,7,4,7,0,0,0,12630,13000
B,2016,10+ years,3,70000,84.6,33.69,0,214,12,12,3,49,3,3,4,3,12,0,0,0,172414,6900
E,2016,10+ years,1,38000,98.4,32.91,0,211,25,15,1,25,0,3,6,3,10,0,0,0,42826,20200
E,2016,1 year,7,67000,35.4,16.95,3,112,3,3,0,3,0,5,12,7,19,0,0,0,72488,24000
C,2016,2 years,4,22000,86.9,19.2,0,211,16,16,0,138,0,2,1,2,7,0,0,0,8357,4800
B,2016,10+ years,4,96000,82.2,16.16,0,348,10,1,7,10,0,4,5,4,10,1,1,0,444427,21000
A,2016,4 years,1,92000,58.7,15.76,0,174,24,24,3,96,0,1,9,2,11,0,0,0,305450,32000
A,2016,3 years,6,180000,38,5.99,0,343,8,8,7,12,0,2,5,2,11,0,0,0,633082,52000
B,2016,10+ years,3,75000,53.8,5.23,0,311,8,5,1,8,0,4,4,6,8,0,0,0,182725,25300
C,2016,10+ years,9,89000,58.1,15.14,0,394,10,6,2,20,0,6,9,7,28,1,1,0,95838,15000
B,2016,4 years,2,62448,96.2,22.71,0,72,28,9,0,28,0,3,18,3,14,0,0,0,58177,14900
C,2016,2 years,8,61000,61.7,16.93,2,203,18,11,2,18,0,4,19,7,25,0,0,0,215172,31200
B,2016,< 1 year,3,110000,76.2,7.22,0,204,7,7,2,7,5,4,7,4,6,0,0,0,21068,9000
C,2016,2 years,3,90800,74.4,32.04,0,146,11,11,2,43,1,5,12,6,15,0,0,0,355258,15800
C,2016,10+ years,1,107000,51.6,14.3,2,284,24,24,1,42,0,7,8,10,13,0,0,0,226523,60400
C,2016,2 years,8,75000,14,12.05,3,340,1,1,0,4,6,3,7,6,13,0,0,0,908,5100
C,2016,10+ years,1,72000,8.8,5.15,0,278,3,3,1,48,1,1,6,2,6,0,0,0,289674,22000
C,2016,2 years,1,155000,88.9,10.29,0,226,12,12,3,43,0,2,2,3,7,0,0,0,372500,37200
A,2016,10+ years,7,41860,10.5,16.94,0,204,3,3,0,3,0,3,7,13,27,0,0,0,20963,42600
B,2016,10+ years,4,67000,84.7,18.84,0,188,3,3,0,3,0,4,17,4,9,0,0,0,28009,12000
B,2016,10+ years,6,85000,24.1,29.89,3,193,24,4,4,26,0,4,14,4,16,0,0,0,96469,23400
D,2016,9 years,5,45000,29.4,30.4,0,122,3,3,2,3,0,4,7,6,12,0,0,150,44311,18500
D,2016,< 1 year,7,37000,28.6,26.66,0,183,9,9,0,9,2,2,16,2,12,0,0,0,97549,7300
C,2016,10+ years,2,65000,98.5,18.48,0,195,14,14,0,60,0,1,4,1,8,1,1,0,72111,6300
E,2016,8 years,3,94000,95.6,34.54,0,336,20,2,2,36,0,7,7,7,15,0,0,0,158228,35100
B,2016,4 years,1,97000,92.1,27.19,0,437,15,15,7,69,0,3,16,3,11,0,0,0,265540,30500
C,2016,3 years,0,56000,97.8,32.24,1,391,55,36,0,89,0,3,6,4,9,0,0,0,56628,29500
B,2016,1 year,4,32000,54.5,21.97,1,34,18,15,0,18,0,3,9,3,12,0,0,0,58617,9900
C,2016,2 years,3,92000,27.1,4.67,0,155,4,4,1,4,0,2,2,2,6,0,0,0,438694,24800
D,2016,4 years,8,45000,58.2,27.73,1,86,2,2,1,4,0,2,5,2,12,0,0,0,209373,11800
A,2016,10+ years,2,240000,44.4,11.81,1,277,6,6,6,25,0,7,8,9,16,0,0,0,339943,123000
F,2016,3 years,3,60200,73.9,15.36,0,158,4,4,1,4,0,4,3,5,9,0,0,0,27160,16900
B,2016,10+ years,7,43000,30.4,11.36,1,284,3,3,5,9,3,4,2,4,14,0,0,0,143592,20100
B,2016,10+ years,4,125000,101.8,25.1,0,229,12,10,1,12,0,7,17,7,15,0,0,0,77779,35000
B,2016,4 years,2,70000,12.1,5.57,0,264,49,9,1,49,0,2,20,5,17,0,0,0,144545,10500
B,2016,10+ years,5,60000,87.1,18.42,0,170,2,2,2,2,1,2,6,3,7,1,1,0,39301,7500
D,2016,10+ years,6,40000,55.8,18.78,1,158,11,11,4,26,0,2,7,2,12,1,1,0,127991,12500
C,2016,3 years,6,72000,21.2,19.98,3,157,3,3,1,18,2,1,17,2,14,0,0,0,320656,1200
C,2016,< 1 year,8,24960,63.1,8.08,1,156,4,4,0,4,0,5,10,5,16,0,0,0,35477,9500
A,2016,10+ years,3,90000,86.2,19.99,0,127,1,1,3,116,0,2,8,2,9,0,0,0,185327,7600
C,2016,< 1 year,4,120000,91.9,7.75,0,155,8,8,3,9,0,3,5,3,6,0,1,0,21454,6300
A,2016,10+ years,0,156000,62.6,13.59,0,402,74,31,1,150,0,1,4,1,5,0,0,0,512033,22000
C,2016,9 years,6,45000,88.6,27.23,1,52,7,6,0,11,0,4,6,4,9,0,0,0,52814,10000
B,2016,10+ years,1,39000,33.4,22.06,1,181,2,2,0,49,0,3,1,3,7,0,0,0,17028,32400
B,2016,< 1 year,3,50000,92.5,14.57,0,135,14,5,3,97,0,2,16,2,7,0,1,0,131279,3700
C,2016,1 year,3,45000,0.9,0.8,0,40,12,6,0,12,0,1,4,2,2,0,0,0,83,9300
B,2016,2 years,3,55000,19.5,16.5,0,241,7,6,4,7,0,1,7,5,7,0,0,0,183804,23200
B,2016,8 years,2,100000,61.4,22.08,0,146,10,10,2,23,0,9,8,12,27,0,0,0,49594,49700
E,2016,1 year,4,75000,95.6,27.98,0,121,8,8,1,42,0,2,18,3,10,0,0,0,73315,7600
B,2016,2 years,1,50000,69.2,28.8,0,116,59,15,0,70,0,4,5,4,8,0,0,0,30025,10700
D,2016,10+ years,4,100000,87.9,13.48,0,264,4,4,2,4,2,3,2,3,7,0,0,0,291486,17200
D,2016,10+ years,1,65000,99.3,15.35,0,129,20,20,4,20,0,4,16,4,10,0,0,0,200084,8600
A,2016,3 years,3,135600,66,12.12,1,159,15,4,4,15,2,2,7,2,9,0,0,0,417895,11900
A,2016,10+ years,2,55000,17.8,9.75,0,192,31,13,3,31,0,2,2,4,10,0,0,0,138525,33900
D,2016,< 1 year,2,20000,15.2,7.82,0,45,12,12,0,12,0,5,0,5,6,0,0,0,2117,13300
A,2016,6 years,4,55000,68.6,32.11,1,245,4,4,0,4,0,3,15,7,18,0,0,0,61976,39900
C,2016,2 years,3,100000,92,17.71,1,239,4,4,2,11,0,6,2,9,13,0,0,0,445032,25900
B,2016,4 years,3,78000,91.3,14.89,1,156,2,2,3,2,0,3,18,3,11,0,0,0,484610,10000
C,2016,< 1 year,2,35000,82.1,18.14,0,110,17,17,0,17,0,3,2,4,12,0,0,0,10786,7900
E,2016,3 years,4,35000,60.9,20.99,0,13,10,7,0,13,0,1,5,1,4,0,0,0,16781,2300
B,2016,3 years,0,24000,99.1,23.3,0,212,32,30,0,32,0,1,1,1,6,0,1,0,12238,1500
C,2016,10+ years,4,75000,92.5,34.33,0,219,9,2,4,58,0,7,16,7,20,0,0,0,319664,16300
B,2016,1 year,11,41600,4,4.5,0,193,7,7,0,8,0,3,4,4,10,0,0,0,8581,33500
B,2016,3 years,2,30000,63.5,30.36,0,51,3,3,0,31,0,1,2,1,3,0,0,0,38170,18000
B,2016,7 years,5,75000,37,24.83,2,189,0,0,0,0,0,4,16,4,23,0,0,0,136011,14900
D,2016,5 years,3,92000,95.8,17.28,0,144,9,9,2,33,0,8,2,8,13,0,0,0,395375,22900
B,2016,10+ years,5,38500,34.7,14.17,0,230,6,6,2,15,0,3,5,3,9,0,0,0,74285,11400
E,2016,5 years,5,37000,89.7,24.07,1,88,0,0,0,36,0,2,4,2,7,0,0,0,43735,14000
B,2016,8 years,6,110000,49.1,22.31,0,120,7,7,3,7,1,4,10,6,11,0,0,0,148966,41300
E,2016,3 years,7,121000,77.7,16.18,0,169,24,3,5,58,0,2,10,2,8,1,1,0,41998,9400
A,2016,8 years,4,118000,75.5,20.12,0,159,8,8,3,89,0,6,21,6,17,0,0,0,287225,64600
C,2016,10+ years,0,67059,0,11.88,1,266,52,32,4,69,2,0,5,1,6,0,0,0,67484,2500
A,2016,5 years,0,62500,21.6,19.39,0,105,27,27,0,27,1,1,17,2,8,0,0,0,101423,31000
A,2016,8 years,2,45000,76.5,23.09,1,204,0,0,0,18,1,4,1,4,15,0,0,0,19457,12600
C,2016,10+ years,3,78000,40.6,7.28,0,282,37,6,2,37,0,4,6,6,11,0,0,0,77317,31000
B,2016,10+ years,5,48000,58.6,15.33,0,126,10,10,0,10,0,3,9,4,9,0,0,0,17950,26800
C,2016,1 year,1,23000,93.6,24.69,0,149,51,16,0,51,0,1,1,1,2,0,0,0,21626,2900
E,2016,4 years,2,31000,97.9,10.61,0,72,16,16,0,23,0,3,1,3,6,0,0,0,5720,4000
C,2016,2 years,4,81000,86.2,21.45,1,165,4,2,1,13,0,2,7,3,9,0,0,0,42387,17500
A,2016,10+ years,6,90000,11.7,15.13,2,260,2,2,6,2,0,3,7,10,20,0,0,0,247415,143300
A,2016,2 years,4,70000,0,5.85,0,179,10,10,7,49,0,0,8,1,8,0,0,0,192915,5800
B,2016,2 years,6,80000,28.5,31.01,2,506,15,6,3,20,2,2,5,2,9,0,0,0,478175,13500
B,2016,4 years,1,29737,67.3,27.48,0,116,33,18,0,33,0,3,1,3,5,0,0,0,29696,12400
D,2016,10+ years,4,110000,96.4,27.12,0,514,13,10,2,13,0,3,9,3,10,0,0,0,141872,15000
C,2016,9 years,6,120000,67.3,12.62,1,172,4,4,3,62,0,3,18,4,13,1,1,0,116828,7600
B,2016,10+ years,1,54000,73.8,29.2,0,237,28,23,2,28,1,6,11,8,18,0,0,0,124360,21000
B,2016,10+ years,4,129000,80,34.37,0,359,8,2,3,8,0,3,30,4,21,0,0,0,408739,24600
B,2016,10+ years,6,98000,83.2,14.68,0,154,2,2,4,37,0,7,7,7,20,0,0,0,149851,10900
F,2016,6 years,2,68000,78.7,17.53,1,97,37,15,1,37,0,4,4,5,8,0,0,0,127730,22300
B,2016,10+ years,4,262000,84.6,14.48,0,423,9,9,1,96,2,3,13,3,14,0,0,0,221900,35500
C,2016,10+ years,9,162000,37.1,20.14,1,211,4,4,1,15,0,8,27,12,24,0,0,0,130205,71600
B,2016,5 years,1,80000,59.3,26.5,0,170,36,20,0,36,0,3,14,5,11,0,0,0,43728,47500
C,2016,< 1 year,11,51600,54,25.63,0,85,7,4,1,9,0,4,54,5,20,0,0,0,343247,11200
D,2016,9 years,9,65000,24.1,23.47,2,117,6,6,0,6,1,7,5,11,27,0,0,0,27987,34500
E,2016,6 years,8,75000,12.4,13.5,1,72,1,1,5,1,1,2,17,3,13,0,0,0,161174,13500
B,2016,10+ years,4,110000,97.4,20.35,0,182,10,10,2,10,0,3,7,3,14,0,0,0,194197,25000
D,2016,3 years,7,45000,18.7,14.21,1,63,3,3,0,3,0,2,6,4,10,0,0,0,25862,13800
B,2016,< 1 year,8,150000,26.6,10.35,1,177,2,2,3,2,1,3,8,9,19,0,0,0,248966,30800
C,2016,10+ years,4,131000,93.7,8.8,0,59,14,14,0,14,0,4,1,4,6,0,0,0,22149,8000
A,2016,5 years,2,110000,15.5,9.19,0,232,18,18,3,34,1,3,7,8,16,0,0,0,267247,72200
B,2016,10+ years,6,100000,93.3,28.65,0,223,9,4,0,12,0,2,20,2,17,0,0,0,116903,24500
C,2016,3 years,4,65000,96.5,4.97,0,15,13,7,0,14,5,1,25,1,15,0,0,0,75282,2000
A,2016,2 years,3,75000,29.8,19.95,1,255,2,2,5,2,0,6,9,9,18,0,0,0,299672,81600
B,2016,10+ years,6,78000,90.2,28.41,0,133,1,1,1,40,0,2,12,2,15,0,0,0,341655,23000
B,2016,2 years,8,50684,42.6,28.57,1,335,6,6,3,6,0,12,1,13,23,0,0,0,215298,76500
B,2016,8 years,0,70000,45,9.07,0,163,29,29,0,29,0,3,3,3,6,0,0,0,10572,17500
C,2016,10+ years,9,98000,60.9,6.14,2,210,5,3,4,5,0,6,4,9,15,0,0,0,191816,17900
A,2016,2 years,5,135000,10.4,12.14,0,110,8,5,1,8,0,3,4,4,9,0,0,0,51987,48800
A,2016,10+ years,4,90000,24.2,22.93,0,216,49,10,4,58,0,2,11,3,12,0,0,0,265632,47700
B,2016,2 years,9,35000,10.9,14.08,0,167,1,1,0,1,0,5,17,9,12,0,0,0,31389,47600
B,2016,2 years,7,29000,35.2,19.7,1,118,8,8,2,23,0,1,21,4,18,0,0,0,43417,18000
B,2016,2 years,3,55000,38.4,21.23,0,149,13,13,0,13,0,1,9,3,8,1,1,0,41677,23300
C,2016,5 years,1,50000,59.1,24.41,0,121,14,14,2,14,0,2,4,3,9,0,0,0,190932,19400
A,2016,2 years,3,80000,18,12.08,0,260,4,4,0,9,0,3,9,4,15,0,0,0,44422,34700
D,2016,2 years,6,55000,80.7,20.45,1,136,3,3,1,3,0,4,12,4,17,1,1,0,304903,9000
D,2016,8 years,11,35000,36,18.93,3,65,2,2,0,5,0,2,1,9,19,0,0,0,20807,23700
D,2016,10+ years,2,50000,89.1,15.36,1,117,1,1,3,6,0,5,2,5,10,0,1,0,175834,9100
B,2016,5 years,7,80000,47,29.48,1,165,4,4,0,25,2,4,25,5,21,0,0,0,181676,30600
A,2016,10+ years,8,86680,38.1,8.64,1,186,4,4,3,4,0,6,5,8,15,0,0,0,238927,42100
E,2016,10+ years,10,50000,46,21.08,2,127,7,7,0,7,0,16,2,16,19,0,0,0,28040,60000
B,2016,6 years,1,200000,90.2,10.38,1,258,45,5,5,45,0,5,0,7,10,0,0,0,702856,100400
C,2016,3 years,5,52000,31.9,10.99,2,53,4,3,0,4,0,2,3,4,5,0,0,0,10726,14600
F,2016,10+ years,4,43283,0,24.24,0,142,4,3,0,31,0,0,13,3,8,0,0,0,34790,13600
E,2016,6 years,7,40000,86.2,30.84,0,62,3,3,0,3,0,4,2,5,16,0,0,0,17373,16800
A,2016,9 years,0,45000,27.2,13.95,0,144,47,47,0,47,0,4,2,4,6,0,0,0,18607,22300
C,2016,6 years,3,84000,97.6,15.84,0,143,13,13,2,60,1,3,17,3,10,1,1,0,215349,9900
B,2016,10+ years,2,62540,81.1,22.89,0,218,12,12,2,12,0,5,10,5,10,0,0,0,203655,34000
A,2016,10+ years,2,65000,35,8.01,1,153,0,0,5,33,0,2,6,5,8,0,0,0,90681,22900
C,2016,10+ years,7,50000,36.1,19.9,0,211,10,8,1,11,0,3,15,5,12,1,1,0,201319,34500
D,2016,5 years,6,118000,61.2,20.98,0,121,11,7,1,11,1,5,6,5,15,0,0,0,317848,21000
A,2016,10+ years,7,88000,33.8,14.52,0,173,2,2,1,2,0,6,5,6,12,0,0,0,50954,44900
D,2016,5 years,18,75000,66.8,17.89,2,54,1,1,1,1,0,6,29,6,12,1,2,0,22244,9700
